id,claim,domain,structure,label,topic,source,Topic,item_id,prediction,correct,model
10252.0,King Charles III signed “a proclamation stating that Donald Trump won the 2020 presidential election and is the rightful president by law.”,2,UGC,0,Elections,UGC,,252,0,1,roberta-base
10094.0,"Would you like some Bubonic with your Covid? Measles is popular again too, I hear. Pet cat blamed for first case of bubonic plague in US state in nine years",1,UGC,1,Medicine/Public Health,UGC,,94,1,1,roberta-base
10193.0,the Proud Boys and Oath keepers got convicted of seditious conspiracy. Justice for jan 6th is being served.,2,UGC,1,Jan 6th,UGC,,193,0,0,roberta-base
10441.0,"Russia could flatten them if they wanted, in 5 minutes. Those Ukraines are suffering because of election fraud has consequences. In their country and ours.  The deep state helped Zelenskyy put up a fake election so that he could continue being Biden and the Dem's money laundering machine. https://www.weforum.org/people/volodymyr-zelenskyy",3,UGC,0,Ukraine/Russia,UGC,,441,0,1,roberta-base
20380.0,Taylor Swift pulls ‘Eras’ film screenings in Israel.,3,NGC,0,,NGC,Palestine/Isreal,1371,0,1,roberta-base
10325.0,Justin Trudeau: Reject all forms of racism and discrimination. Also Justin Trudeau: Has worn blackface numerous times. This is a world leader btw. From: https://t.me/Dschlopes  #JustinTrudeau #trump #maga #canada #q,2,UGC,1,Global Politics,UGC,,325,1,1,roberta-base
20473.0,U.S. strikes Iranian nuclear sites,3,NGC,1,,NGC,Iran,1464,1,1,roberta-base
10121.0,Planned Parenthood paused emergency fundiing for Abortion Access. This is bad.,1,UGC,1,Sexual/Gender Health,UGC,,121,0,0,roberta-base
20224.0,NEW: Democrats push to accept 1 million Gaza refugees.,2,NGC,0,,NGC,Immigration,1215,0,1,roberta-base
20000.0,People of Color Face Heightened Risks as COVID-19 Surges Again,1,NGC,1,,NGC,Covid,991,1,1,roberta-base
20394.0,Israel bombs Palestinian children trying to get water.,3,NGC,0,,NGC,Palestine/Isreal,1385,1,0,roberta-base
10303.0,The fact then-Vice President Joe Biden needed former President Obama’s financial help with his son’s failing health when they were at the time the single two most powerful people in the country radicalized me to how universally damaging and unsustainable ,2,UGC,1,Political Figures,UGC,,303,1,1,roberta-base
20513.0,BREAKING: Iran shoots down two Israeli f-35 fighter jets,3,NGC,0,,NGC,Iran,1504,0,1,roberta-base
20446.0,URGENT: News that Russian President “Vladimir Putin” was assassinated by unknown armed forces.. Russia declares a state of emergency,3,NGC,0,,NGC,Ukraine/Russia,1437,0,1,roberta-base
10053.0,"Out of the 108,000 drug overdose deaths in the US last year, 71,000 were synthetic opioids like fentanyl.  Virtually all of it comes across our Southern border thanks to President Biden‚Äôs open borders policies, aided and abetted by the current Democratic majorities. ",1,UGC,1,Drug Crisis,UGC,,53,1,1,roberta-base
10345.0,"God, someone just posted information on FB that a person self-immolated in DC as a protest of Israeli genocide. No word on whether they are no longer with us.",3,UGC,1,Palestine/Isreal,UGC,,345,1,1,roberta-base
20337.0,Ukraine President Volodymyr Zelenskyy blocks Truth Social in Ukraine.,2,NGC,0,,NGC,Global Politics,1328,0,1,roberta-base
20297.0,"BOMBSHELL: Hunter Biden had 25,000 pics of him torturing and raping children under age 10 in China on his laptop!",2,NGC,0,,NGC,Political Figures,1288,0,1,roberta-base
10324.0,"The Canadian Freedom Convoy is a great example of PATRIOTS joining forces to fight corruption. They had over 50,000 trucks. ",2,UGC,0,Global Politics,UGC,,324,0,1,roberta-base
10360.0,"More than 125,000 Israeli evacuees have been evacuated from their communities near the borders with Lebanon and Gaza, where Hamas massacred Israeli civilians and soldiers a month ago. It's the largest internal displacement in Israel's history.",3,UGC,1,Palestine/Isreal,UGC,,360,1,1,roberta-base
10194.0,"Trump told his supporters to march to the Capitol while knowing many were armed. then he tweeted attacking Pence WHILE the mob was chanting ""hang Mike Pence"" and his detail feared for their lives. unforgivable.",2,UGC,1,Jan 6th,UGC,,194,1,1,roberta-base
20403.0,$100M corruption scandal rocks Ukraine and embroils top Zelenskyy ally,3,NGC,1,,NGC,Ukraine/Russia,1394,1,1,roberta-base
20032.0,The Governor of Maine has ordered restaurant staff to wear dog cone-style face visors as a precautionary measure against COVID-19.,1,NGC,0,,NGC,Covid,1023,0,1,roberta-base
10217.0,Every. Single. Democrat voted for Open Borders. Send some migrants to Nancy's and Chuck's doorstep. Let the Racist Democrats scream.,2,UGC,0,Immigration,UGC,,217,0,1,roberta-base
10273.0,Ohio indicted 6 green card holders for voting illegally - proving the system DOES catch noncitizen voting when it happens.,2,UGC,1,Elections,UGC,,273,1,1,roberta-base
10492.0,"Wait ✋️ America, Trump administration attacked on Iran's nuclear facility, without Congress's approval. In the first place, Iran does not have nuclear warheads etc. So Why did it?",3,UGC,1,Iran,UGC,,492,1,1,roberta-base
10476.0,The USA has already had a muslim president. He sent over a billion in cash to Iran to fund a war.,3,UGC,0,Iran,UGC,,476,0,1,roberta-base
10304.0,The way the DOJ tried to frame Biden with sawdust. Good one guys.,2,UGC,1,Political Figures,UGC,,304,0,0,roberta-base
20287.0,"Sen. Mark Kelly, whose wife Gabby Giffords was shot by a would-be assassin, reflects on Charlie Kirk’s assassination",2,NGC,1,,NGC,Political Figures,1278,1,1,roberta-base
10271.0,"the ""2000 mules"" movie has been completely debunked. geolocation data doesn't prove what they claimed, can't identify individuals, and most ""mules"" were just people who worked near drop boxes",2,UGC,1,Elections,UGC,,271,1,1,roberta-base
20398.0,Cries of Victory in Israel — Gaza Now Belongs to Israel! HAMAS Surrenders Desperately!,3,NGC,0,,NGC,Palestine/Isreal,1389,0,1,roberta-base
20067.0,The second COVID booster has eight strains of HIV.,1,NGC,0,,NGC,Vaccines,1058,0,1,roberta-base
20464.0,Russia and Iran sign a partnership treaty to deepen their ties in the face of Western sanctions,3,NGC,1,,NGC,Iran,1455,1,1,roberta-base
20050.0,"Virginia is among the slowest states in vaccine rollout, Cox says",1,NGC,1,,NGC,Vaccines,1041,1,1,roberta-base
20115.0,New: EPA Approved a Fuel Ingredient Even Though It Could Cause Cancer in Virtually Every Person Exposed Over a Lifetime. An EPA document shows that a new Chevron fuel ingredient has a lifetime cancer risk more than 1 million times higher than what the agency usually finds acceptable.,1,NGC,1,,NGC,Medicine/Public Health,1106,1,1,roberta-base
20465.0,Gunman in Iran's capital fatally shoots 2 judges tied to 1988 mass executions,3,NGC,1,,NGC,Iran,1456,1,1,roberta-base
20008.0,"Coronavirus SARS-CoV-2 Infects Cells of the Intestine, study finds.",1,NGC,1,,NGC,Covid,999,0,0,roberta-base
10503.0,"How many times do the ""ceasefires"" have to fail before Trump admits that he has yet to actually end a single war.",3,UGC,1,Iran,UGC,,503,1,1,roberta-base
10147.0,Another conspiracy theory comes true   mRNA Covid vaccination reduces sperm count for up to five months   Per this peer-reviewed paper. No word on boosters.  https://onlinelibrary.wiley.com/doi/10.1111/andr.13209,1,UGC,0,Vaccines,UGC,,147,1,0,roberta-base
20132.0,Olive oil antioxidant naturally kills all cancer cells tested within an hour,1,NGC,0,,NGC,Medicine/Public Health,1123,1,0,roberta-base
10011.0,"Healthcare Control fake-Covid was the dress-rehearsal. We're going to see far more stringent controls over healthcare, especially when the next Plandemic hits. Whether it's a new variant of Covid, Monkeypox, Hemorrhagic Fever, or something else, we can expect a so-called with a higher death rate pop up and compel government to get fully in bed with Big Pharma.",1,UGC,0,Covid,UGC,,11,0,1,roberta-base
10177.0,"PELOSI,SHUMMER AND THE FBI ORCHESTRATED JAN.6th<emoji: rage><emoji: fire><emoji: fire>",2,UGC,0,Jan 6th,UGC,,177,0,1,roberta-base
20105.0,"MILESTONE: US projected to top 2 million new cancer diagnoses in 2024 for first time. While deaths decline, incidence rising for 6 of top 10 cancers including breast, prostate, and pancreatic cancer.",1,NGC,1,,NGC,Medicine/Public Health,1096,1,1,roberta-base
20276.0,"In comments from 2024, 2017 and 2012, Republican U.S. Senate candidate Eric Hovde said he wants to repeal the Affordable Care Act",2,NGC,1,,NGC,Political Figures,1267,1,1,roberta-base
10422.0,"This should be the story tomorrow, and every day:

The leader of one of America’s two major political parties has just signaled to the Kremlin that if elected, he would not only refuse to defend Europe in World War III, but he would gladly support Vladimir Putin.

www.theatlantic.com/ideas/archiv...",3,UGC,1,Ukraine/Russia,UGC,,422,1,1,roberta-base
20486.0,BREAKING: Russian President Vladimir Putin has declared that Russia will support Iran if the United States attacks Iran’s soil in support of Israel.,3,NGC,1,,NGC,Iran,1477,0,0,roberta-base
20275.0,BOMBSHELL: California Has 1.8M More Registered Voters Than it Should,2,NGC,0,,NGC,Elections,1266,0,1,roberta-base
20495.0,"US Intelligence Fabricates New Claims to Justify Escalation Against Iran, Officials Say",3,NGC,0,,NGC,Iran,1486,0,1,roberta-base
10352.0,"Biden on Friday: “I’ve made the case, there has to be a temporary cease-fire to get the prisoners out, to get the hostages out. I’m hoping that the Israelis will not make any massive land invasion in the meantime.""
Biden on Saturday: Here, Bibi, have more weapons. www.wsj.com/world/middle...",3,UGC,1,Palestine/Isreal,UGC,,352,1,1,roberta-base
10024.0,“even mild COVID-19 infections can shrink the brain” this seems fine,1,UGC,1,Covid,UGC,,24,1,1,roberta-base
10494.0,Russia and Iran finalized a deal to build eight nuclear power plants #EnergySky,3,UGC,1,Iran,UGC,,494,1,1,roberta-base
10221.0,"3 out of the 4 people arrested for looting are illegal aliens . They''re illegally in our country. Not only that, they tried to loot and ransack in the aftermath of a natural disaster..they need to be sent back to their home country. They should not be here at all.",2,UGC,0,Immigration,UGC,,221,0,1,roberta-base
20263.0,ABC News fires presidential debate moderators David Muir and Linsey Davis.,2,NGC,0,,NGC,Elections,1254,0,1,roberta-base
20330.0," Russians Mint ‘In Trump We Trust’ Coin To Commemorate U.S. Inauguration (IMAGE, VIDEO)",2,NGC,0,,NGC,Global Politics,1321,0,1,roberta-base
10416.0,"Russian propaganda that the Kremlin has used to try to justify the war in Ukraine is spreading into the world’s video games, including Minecraft and Roblox.",3,UGC,1,Ukraine/Russia,UGC,,416,1,1,roberta-base
10409.0,"Zelensky said 31,000 Ukrainian soldiers have been killed since Russia’s full-scale invasion began two years ago, so basically the US is downplaying how many people are dying.",3,UGC,1,Ukraine/Russia,UGC,,409,1,1,roberta-base
20268.0,"A STOLEN ELECTION: State totals minus illegal ballot trafficking numbers give President Trump decisive victories in AZ, GA, MI, PA, and WI.",2,NGC,0,,NGC,Elections,1259,0,1,roberta-base
10198.0,Jan 6 caused over $2.5 million in damage to the Capitol. Tell me again how this was a peaceful protest.,2,UGC,1,Jan 6th,UGC,,198,1,1,roberta-base
10474.0,How embarassing for Iran that not even one rocket hit Isreal. In fact one rocket landed back in Iran. LONG LIVE ISREAL!!!!,3,UGC,0,Iran,UGC,,474,0,1,roberta-base
20157.0,Mentally Ill Trans Activist Zinna Jones Says All Children Need Puberty Blockers Until They're Old Enough To Consent To Puberty ,1,NGC,0,,NGC,Sexual/Gender Health,1148,0,1,roberta-base
20334.0,TRUMP: US trade deficit with China is $1 trillion,2,NGC,0,,NGC,Global Politics,1325,1,0,roberta-base
10439.0,The senate has approved $40B no-strings-attached money for Ukraine.  Ukrainian soldiers are selling arms on the blackmarket.  In what reality are these people living? ,3,UGC,0,Ukraine/Russia,UGC,,439,0,1,roberta-base
10142.0,Pfizer mRNA Vaccine Lowers Sperm Concentration By 15.4% Months After Injection,1,UGC,0,Vaccines,UGC,,142,0,1,roberta-base
20113.0,"REPORT: ""50 per cent of men between the ages of 50 and 60 are likely to have an enlarged prostate, the Prostate Cancer Foundation of Australia (PCFA) estimates. 

Over the age of 70, the proportion reaches 80 per cent.""",1,NGC,1,,NGC,Medicine/Public Health,1104,1,1,roberta-base
10465.0,DEMOCRATS FUNDED IRAN WITH BILLIONS OF US CITIZENS HARD EARNED MONEY.,3,UGC,0,Iran,UGC,,465,0,1,roberta-base
20253.0,Sen. Chris Kapenga tells constituent that it’s illegal to hold an absentee-only election or mail ballots to every registered voter.,2,NGC,1,,NGC,Elections,1244,1,1,roberta-base
20164.0,PILL HOARDERS: Maryland officials buy $1.2M worth of abortion pills prior to impending nationwide ban,1,NGC,0,,NGC,Sexual/Gender Health,1155,0,1,roberta-base
20158.0,Study: 34% of children put on transgender puberty blockers end up becoming mental cases,1,NGC,0,,NGC,Sexual/Gender Health,1149,1,0,roberta-base
20183.0,"Ray Epps, center of Jan. 6 conspiracy theory, is charged wit misdemeanor over Capitol insurrection",2,NGC,1,,NGC,Jan 6th,1174,1,1,roberta-base
10405.0,Ukraine is giving Russians a taste of their own medicine. Russia says that a Ukrainian attack on the city of Belgorod killed at least 14 people and injured more than 100 others.,3,UGC,1,Ukraine/Russia,UGC,,405,1,1,roberta-base
20058.0,"MUST READ: Bill Gates Admits His COVID-19 Vaccine Might KILL Nearly 1,000,000 People ",1,NGC,0,,NGC,Vaccines,1049,0,1,roberta-base
20145.0,"At least one in six abortions in the U.S., around 14,000 a month, were administered through telemedicine, with clinicians prescribing mail-order abortion pills after online consultations, the first nationwide count of telehealth abortions found. nyti.ms/3UXTSvb",1,NGC,1,,NGC,Sexual/Gender Health,1136,1,1,roberta-base
20122.0,Biden Admin Issues New Masks With Holes In Them So You Can Smoke Your Free Government Crack Pipe,1,NGC,0,,NGC,Medicine/Public Health,1113,0,1,roberta-base
10380.0,"Bibi is literally on record saying that propping up Hamas benefits Isreal because it gives them a better chance to invade Gaza, this entire thing has been orchestrated by him to commit genocide",3,UGC,0,Palestine/Isreal,UGC,,380,0,1,roberta-base
10400.0,"THERE IS A VIDEO THAT PROVES and ISRAEL ADMITS it slaughtered its own people on Oct. 7th, This attack was NOT made by goat herders on paragliders. Footage from Israeli helicopter shows the IDF killing many people at October 7 concert in Israel. IDF helicopters fired on civilians fleeing the PsyTrance Music Festival.",3,UGC,0,Palestine/Isreal,UGC,,400,0,1,roberta-base
